PROD_DATE,WELL_NAME,ON_STREAM_HRS,BOTTOMHOLE_FLOWING_PRESSURE (PSI),DOWNHOLE_TEMPERATURE (deg F),ANNULUS_PRESS (PSI),CHOKE_SIZE (%),WELL_HEAD_PRESSURE (PSI),WELL_HEAD_TEMPERATURE (deg F),CUMULATIVE_OIL_PROD (STB),CUMULATIVE_FORMATION_GAS_PROD (MSCF),CUMULATIVE_TOTAL_GAS_PROD (MSCF),CUMULATIVE_WATER_PROD (BBL),OIL_RATE,GAS_RATE,WATER_RATE,TOTAL_RATE,WATERCUT,MONTH,YEAR,DAY_OF_YEAR,OIL_RATE_ROLLING,GAS_RATE_ROLLING,WATER_RATE_ROLLING,WATERCUT_ROLLING,PRESSURE_RATIO
2014-05-31,Well_#1,24.0,2817.0,208.591,1013.0,46.1633,641.843,114.053,68528.0,69658.0,"96,274",8102.0,19.208333333333332,20.125,10.833333333333334,30.041666666666664,36.06102635228849,5,2014,151,20.79792719793835,21.83370750322133,7.684438497373377,26.578008779024334,4.388923771077974
2014-06-01,Well_#1,24.0,2820.0,208.59,956.506,46.17438,628.811,114.59,68986.0,70139.0,"96,935",8348.0,19.083333333333332,20.041666666666668,10.25,29.333333333333332,34.94318181818182,6,2014,152,20.615982753493903,21.639263058776887,7.898327386262266,27.292463346727796,4.484654371504315
2014-06-02,Well_#1,24.0,2818.0,208.605,1040.98,46.68765,660.17,110.74,69467.0,70645.0,"97,619",8606.0,20.041666666666668,21.083333333333332,10.75,30.791666666666668,34.912043301759134,6,2014,153,20.490982753493903,21.50592972544355,8.144160719595599,28.042087694005247,4.268597482466638
2014-06-03,Well_#1,24.0,2801.0,208.673,980.688,47.25527,659.417,111.485,69957.0,71153.0,"98,317",8849.0,20.416666666666668,21.166666666666668,10.125,30.541666666666668,33.151432469304225,6,2014,154,20.459038309049458,21.460096392110223,8.3816607195956,28.736879032725646,4.247691521450008
2014-06-04,Well_#1,24.0,2807.0,208.652,1017.68,47.25636,636.517,114.154,70333.0,71547.0,"98,868",9068.0,15.666666666666666,16.416666666666668,9.125,24.791666666666664,36.806722689075634,6,2014,155,20.19931608682724,21.18370750322133,8.576105164040046,29.553593257356308,4.409937205133563
2014-06-05,Well_#1,24.0,2806.0,208.654,971.406,47.25968,631.396,114.28,70711.0,71944.0,"99,406",9286.0,15.75,16.541666666666668,9.083333333333334,24.833333333333336,36.57718120805369,6,2014,156,19.940982753493905,20.91009639211022,8.770549608484489,30.367848207282087,4.4441206469473995
2014-06-06,Well_#1,24.0,2808.0,208.647,970.891,47.24339,625.529,112.821,71090.0,72340.0,"99,946",9504.0,15.791666666666666,16.5,9.083333333333334,24.875,36.51591289782245,6,2014,157,19.681260531271683,20.636485280999107,8.963605164040043,31.17677657002604,4.4890005099683625
2014-06-07,Well_#1,24.0,2807.0,208.647,1024.46,47.2376,618.495,112.145,71468.0,72738.0,"100,480",9717.0,15.75,16.583333333333332,8.875,24.625,36.04060913705584,6,2014,158,19.424316086827236,20.367040836554665,9.148327386262265,31.96340755370291,4.538436042328556
2014-06-08,Well_#1,24.0,2778.0,208.722,1033.78,48.05199,624.834,110.619,71886.0,73174.0,"101,081",9945.0,17.416666666666668,18.166666666666668,9.5,26.916666666666668,35.29411764705882,6,2014,159,19.221538309049457,20.153151947665773,9.35388294181782,32.72579946698997,4.445980852514428
2014-06-09,Well_#1,24.0,2743.0,208.826,1010.08,48.1438,629.263,121.032,72394.0,73702.0,"101,787",10207.0,21.166666666666668,22.0,10.916666666666666,32.083333333333336,34.02597402597402,6,2014,160,19.14514942016057,20.067040836554664,9.606660719595599,33.44527594696412,4.359067671228087
2014-06-10,Well_#1,24.0,2738.0,208.819,1005.99,48.10647,601.794,119.697,72863.0,74192.0,"102,450",10460.0,19.541666666666668,20.416666666666668,10.541666666666666,30.083333333333336,35.04155124653739,6,2014,161,19.071538309049462,19.98648528099911,9.744160719595602,33.85395881889011,4.549729641704636
2014-06-11,Well_#1,24.0,2742.0,208.797,1007.41,48.68903,606.338,116.747,73385.0,74737.0,"103,181",10754.0,21.75,22.708333333333332,12.25,34.0,36.029411764705884,6,2014,162,19.070149420160572,19.98231861433244,9.809438497373378,33.98567514178291,4.522230175248789
2014-06-12,Well_#1,24.0,2743.0,208.78,1027.27,48.70456,572.069,119.511,73903.0,75278.0,"103,906",11051.0,21.583333333333332,22.541666666666668,12.375,33.95833333333333,36.44171779141105,6,2014,163,19.064593864605012,19.97398528099911,9.877494052928933,34.1268059945702,4.794876142563223
2014-06-13,Well_#1,24.0,2748.0,208.757,977.791,48.44791,593.337,112.935,74396.0,75796.0,"104,586",11341.0,20.541666666666668,21.583333333333332,12.083333333333334,32.625,37.03703703703704,6,2014,164,19.067371642382795,19.976763058776886,9.985827386262265,34.356158153746925,4.6314320529479875
2014-06-14,Well_#1,24.0,2749.0,208.753,979.967,48.73205,575.116,110.096,74905.0,76331.0,"105,348",11644.0,21.208333333333332,22.291666666666668,12.625,33.83333333333333,37.3152709359606,6,2014,165,19.090982753493904,20.00870750322133,10.053882941817822,34.46505860585714,4.7799052712844015
2014-06-15,Well_#1,24.0,2786.0,208.57,1014.79,47.954,526.965,101.903,75257.0,76704.0,"105,874",11885.0,14.666666666666666,15.541666666666666,10.041666666666666,24.708333333333332,40.640809443507585,6,2014,166,18.902093864605018,19.817040836554664,10.10527183070671,34.837093294436485,5.286878635203476
2014-06-16,Well_#1,24.0,2812.0,208.517,959.012,47.3634,526.062,92.299,75544.0,77019.0,"106,300",12125.0,11.958333333333334,13.125,10.0,21.958333333333336,45.54079696394687,6,2014,167,18.63126053127168,19.55592972544355,10.162216275151156,35.38106210170265,5.345377541050294
2014-06-17,Well_#1,24.0,2817.0,208.552,992.16,47.12086,555.762,102.151,75823.0,77331.0,"106,731",12360.0,11.625,13.0,9.791666666666666,21.416666666666664,45.719844357976655,6,2014,168,18.335427197938348,19.27398528099911,10.188605164040043,35.888107761092826,5.0687164649616205
2014-06-18,Well_#1,24.0,2817.0,208.6,951.342,47.04329,560.335,110.988,76120.0,77662.0,"107,174",12609.0,12.375,13.791666666666666,10.375,22.75,45.604395604395606,6,2014,169,18.086816086827238,19.046207503221332,10.19277183070671,36.27252020921719,5.027349710441075
2014-06-19,Well_#1,24.0,2816.0,208.625,959.511,47.01765,563.986,111.729,76417.0,77988.0,"107,627",12857.0,12.375,13.583333333333334,10.333333333333334,22.708333333333336,45.5045871559633,6,2014,170,17.852093864605013,18.82120750322133,10.198327386262266,36.643799874979344,4.993031741922672
2014-06-20,Well_#1,24.0,3097.0,207.245,1014.99,59.25648,407.612,106.455,76708.0,78315.0,"108,070",13394.0,12.125,13.625,22.375,34.5,64.85507246376811,6,2014,171,17.611816086827236,18.603151947665776,10.608049608484487,37.66304827721827,7.597911739595498
2014-06-21,Well_#1,24.0,2917.0,209.1,972.156,51.45959,577.395,125.062,77135.0,78804.0,"108,772",13738.0,17.791666666666668,20.375,14.333333333333334,32.125,44.61738002594034,6,2014,172,17.567371642382795,18.614263058776885,10.751105164040045,38.00267523046389,5.052000796681648
2014-06-22,Well_#1,24.0,2940.0,209.022,1019.28,48.39082,632.911,122.973,77558.0,79288.0,"109,434",14080.0,17.625,20.166666666666668,14.25,31.875,44.70588235294118,6,2014,173,17.518760531271685,18.61842972544355,10.891382941817822,38.34361046006361,4.645202880025786
2014-06-23,Well_#1,24.0,2948.0,208.996,1004.48,48.1451,656.888,116.723,77970.0,79761.0,"110,079",14417.0,17.166666666666668,19.708333333333332,14.041666666666666,31.208333333333336,44.99332443257676,6,2014,174,17.658333333333335,18.805555555555554,11.152777777777779,38.76586856130453,4.487827453081803
2014-06-24,Well_#1,24.0,2935.0,209.008,972.893,47.98282,646.483,120.031,78381.0,80231.0,"110,709",14753.0,17.125,19.583333333333332,14.0,31.125,44.97991967871486,6,2014,175,17.55277777777778,18.744444444444447,11.263888888888888,39.116702133367575,4.539949233003807
2014-06-25,Well_#1,24.0,2932.0,208.963,995.588,47.98749,648.979,118.667,78790.0,80698.0,"111,355",15087.0,17.041666666666668,19.458333333333332,13.916666666666666,30.958333333333336,44.9528936742934,6,2014,176,17.469444444444445,18.716666666666665,11.391666666666667,39.480579648717914,4.517865755286381
2014-06-26,Well_#1,24.0,2932.0,208.93,978.077,47.23641,669.184,119.414,79180.0,81143.0,"111,988",15403.0,16.25,18.541666666666668,13.166666666666666,29.416666666666664,44.759206798866856,6,2014,177,17.36527777777778,18.651388888888892,11.497222222222224,39.83780143563049,4.381455623565417
2014-06-27,Well_#1,24.0,2949.0,208.849,1000.03,47.19389,661.526,112.047,79560.0,81572.0,"112,591",15730.0,15.833333333333334,17.875,13.625,29.458333333333336,46.25176803394625,6,2014,178,17.244444444444444,18.566666666666666,11.629166666666666,40.27318464286599,4.457874671592651
2014-06-28,Well_#1,24.0,2944.0,208.833,1047.45,47.15806,650.837,110.812,79951.0,81973.0,"113,153",16054.0,16.291666666666668,16.708333333333332,13.5,29.791666666666668,45.31468531468531,6,2014,179,17.143055555555556,18.44722222222222,11.754166666666666,40.66619564332685,4.523406014101841
2014-06-29,Well_#1,24.0,2940.0,208.817,1003.45,47.18744,647.565,113.814,80343.0,82375.0,"113,701",16383.0,16.333333333333332,16.75,13.708333333333334,30.041666666666664,45.63106796116506,6,2014,180,17.05,18.333333333333332,11.8625,41.0088274861638,4.5400847791341405
2014-06-30,Well_#1,24.0,2938.0,208.81,1035.45,47.16332,650.556,116.918,80728.0,82773.0,"114,258",16706.0,16.041666666666668,16.583333333333332,13.458333333333334,29.5,45.621468926553675,6,2014,181,16.944444444444446,18.21527777777778,11.95,41.32750890530598,4.516136965918383
2014-07-01,Well_#1,24.0,2936.0,208.798,985.389,47.1641,624.652,114.579,81070.0,83132.0,"114,759",16997.0,14.25,14.958333333333334,12.125,26.375,45.97156398104265,7,2014,182,16.783333333333335,18.045833333333334,12.0125,41.695121644068,4.700217080870629
2014-07-02,Well_#1,24.0,2934.0,208.787,1048.01,47.1685,615.25,112.979,81409.0,83491.0,"115,246",17288.0,14.125,14.958333333333334,12.125,26.25,46.19047619047619,7,2014,183,16.586111111111112,17.841666666666665,12.058333333333334,42.07106940702524,4.768793173506705
2014-07-03,Well_#1,24.0,2931.0,208.781,962.556,47.18305,617.541,113.418,81753.0,83856.0,"115,723",17586.0,14.333333333333334,15.208333333333334,12.416666666666666,26.75,46.41744548286604,7,2014,184,16.383333333333333,17.643055555555556,12.134722222222221,42.51326984081063,4.746243569252892
2014-07-04,Well_#1,24.0,2930.0,208.769,1012.41,47.18536,620.63,114.004,82087.0,84206.0,"116,184",17890.0,13.916666666666666,14.583333333333334,12.666666666666666,26.583333333333332,47.64890282131661,7,2014,185,16.325000000000003,17.581944444444446,12.252777777777776,42.87467584521867,4.721009297004657
2014-07-05,Well_#1,24.0,2930.0,208.756,1024.39,47.142,614.865,114.621,82416.0,84555.0,"116,682",18193.0,13.708333333333334,14.541666666666666,12.625,26.333333333333336,47.94303797468354,7,2014,186,16.256944444444446,17.51527777777778,12.370833333333334,43.253537737439665,4.7652736779618285
2014-07-06,Well_#1,24.0,2895.0,208.836,950.52,47.6744,630.428,116.484,82775.0,84932.0,"117,207",18513.0,14.958333333333334,15.708333333333334,13.333333333333334,28.291666666666668,47.1281296023564,7,2014,187,16.229166666666668,17.488888888888887,12.5125,43.60727829425746,4.592118370376951
2014-07-07,Well_#1,24.0,2865.0,208.936,1028.66,47.918,599.015,118.159,83152.0,85331.0,"117,735",18846.0,15.708333333333334,16.625,13.875,29.583333333333336,46.901408450704224,7,2014,188,16.227777777777778,17.49027777777778,12.679166666666667,43.969304938045745,4.782851848451208
2014-07-08,Well_#1,24.0,2870.0,208.887,980.527,47.821,617.828,117.304,83509.0,85708.0,"118,276",19178.0,14.875,15.708333333333334,13.833333333333334,28.708333333333336,48.185776487663276,7,2014,189,16.143055555555556,17.408333333333335,12.823611111111113,44.39902689939923,4.6453058132684175
2014-07-09,Well_#1,24.0,2867.0,208.874,1037.07,47.71148,590.956,113.745,83863.0,86083.0,"118,814",19506.0,14.75,15.625,13.666666666666666,28.416666666666664,48.09384164222874,7,2014,190,15.929166666666667,17.195833333333333,12.915277777777778,44.867955819941045,4.851461022478831
2014-07-10,Well_#1,24.0,2869.0,208.861,1018.15,47.68821,580.491,114.162,84202.0,86445.0,"119,289",19824.0,14.125,15.083333333333334,13.25,27.375,48.401826484018265,7,2014,191,15.748611111111112,17.018055555555556,13.005555555555555,45.313298327857076,4.9423677541942945
2014-07-11,Well_#1,24.0,2871.0,208.843,1011.87,47.65562,565.321,109.313,84527.0,86792.0,"119,759",20148.0,13.541666666666666,14.458333333333334,13.5,27.041666666666664,49.92295839753467,7,2014,192,15.475,16.743055555555554,13.04722222222222,45.77641654895137,5.07853060473607
2014-07-12,Well_#1,24.0,2871.0,208.835,998.683,47.66434,561.903,107.678,84852.0,87139.0,"120,238",20470.0,13.541666666666666,14.458333333333334,13.416666666666666,26.958333333333332,49.76816074188562,7,2014,193,15.206944444444444,16.47361111111111,13.081944444444444,46.22063131396718,5.109422800732511
2014-07-13,Well_#1,24.0,2870.0,208.83,1026.91,47.65849,578.473,105.711,85174.0,87486.0,"120,693",20792.0,13.416666666666666,14.458333333333334,13.416666666666666,26.833333333333332,50.0,7,2014,194,14.969444444444445,16.23611111111111,13.126388888888888,46.652730079399284,4.9613378671087505
2014-07-14,Well_#1,23.09,2872.0,208.82,1044.35,47.54358,566.735,106.487,85482.0,87817.0,"121,170",21100.0,13.339107838891294,14.335210047639672,13.339107838891294,26.67821567778259,50.0,7,2014,195,14.707136927963042,15.970895890476879,13.150192483518598,47.075554381533934,5.067624198258446
2014-07-15,Well_#1,24.0,2950.0,207.428,1026.35,52.06218,114.139,104.415,85537.0,87880.0,"121,253",21242.0,2.2916666666666665,2.625,5.916666666666667,8.208333333333334,72.08121827411166,7,2014,196,14.294636927963044,15.540340334921323,13.012692483518599,48.12356800922074,25.845679390918093
2014-07-16,Well_#1,24.0,2765.0,209.12,978.07,56.67501,446.96,113.803,85736.0,88103.0,"121,570",21550.0,8.291666666666666,9.291666666666666,12.833333333333334,21.125,60.74950690335306,7,2014,197,14.172414705740819,15.412562557143543,13.107136927963042,48.630525007200944,6.186235904778951
2014-07-17,Well_#1,24.0,2886.0,208.957,1006.38,50.31846,516.696,103.0,86012.0,88406.0,"122,000",22005.0,11.5,12.625,18.958333333333332,30.458333333333332,62.243502051983576,7,2014,198,14.168248039074152,15.400062557143544,13.4126924835186,49.18131359700117,5.585489339960054
2014-07-18,Well_#1,24.0,2869.0,209.003,1029.87,49.37073,547.943,112.102,86299.0,88716.0,"122,447",22465.0,11.958333333333334,12.916666666666666,19.166666666666668,31.125,61.57965194109772,7,2014,199,14.154359150185265,15.370895890476877,13.705748039074155,49.71382214155791,5.235946074682951
2014-07-19,Well_#1,24.0,2864.0,209.013,1037.24,49.02993,548.718,111.656,86622.0,89064.0,"122,907",22817.0,13.458333333333334,14.5,14.666666666666666,28.125,52.148148148148145,7,2014,200,14.190470261296376,15.401451446032434,13.8501924835186,49.93527417463074,5.219438764538434
2014-07-20,Well_#1,24.0,2883.0,208.948,1005.59,48.70207,553.21,112.377,86938.0,89403.0,"123,383",23162.0,13.166666666666666,14.125,14.375,27.541666666666664,52.193645990922846,7,2014,201,14.225192483518601,15.4181181126991,13.583525816851932,49.5132266255359,5.211402541530341
2014-07-21,Well_#1,24.0,2880.0,208.954,1000.47,48.91711,556.875,108.44,87260.0,89742.0,"123,837",23497.0,13.416666666666666,14.125,13.958333333333334,27.375,50.98934550989346,7,2014,202,14.079359150185265,15.209784779365767,13.571025816851932,49.725625475001,5.171717171717172
2014-07-22,Well_#1,24.0,2880.0,208.944,977.649,48.97838,569.657,105.739,87580.0,90094.0,"124,339",23842.0,13.333333333333334,14.666666666666666,14.375,27.708333333333336,51.87969924812029,7,2014,203,13.936303594629711,15.026451446032434,13.575192483518599,49.9647527048403,5.055673852862336
2014-07-23,Well_#1,24.0,2877.0,208.944,971.161,48.93956,567.287,105.587,87906.0,90449.0,"124,811",24186.0,13.583333333333334,14.791666666666666,14.333333333333334,27.916666666666668,51.34328358208955,7,2014,204,13.816859150185264,14.862562557143544,13.584914705740822,50.17641800982407,5.071507014967732
2014-07-24,Well_#1,24.0,2873.0,208.94,978.291,48.89741,544.568,106.429,88235.0,90807.0,"125,311",24514.0,13.708333333333334,14.916666666666666,13.666666666666666,27.375,49.923896499238964,7,2014,205,13.702970261296375,14.70700700158799,13.573803594629709,50.341217237174874,5.275741505193107
2014-07-25,Well_#1,24.0,2873.0,208.931,964.863,48.88402,543.467,104.865,88560.0,91160.0,"125,794",24840.0,13.541666666666666,14.708333333333334,13.583333333333334,27.125,50.07680491551459,7,2014,206,13.586303594629708,14.548673668254654,13.562692483518598,50.512014278548904,5.286429534819962
2014-07-26,Well_#1,24.0,2873.0,208.921,1024.96,48.86635,555.616,110.097,88884.0,91511.0,"126,257",25166.0,13.5,14.625,13.583333333333334,27.083333333333336,50.153846153846146,7,2014,207,13.494636927963041,14.4181181126991,13.576581372407487,50.69183559038155,5.170837412889478
2014-07-27,Well_#1,24.0,2875.0,208.906,996.603,48.85004,542.047,116.836,89204.0,91860.0,"126,717",25502.0,13.333333333333334,14.541666666666666,14.0,27.333333333333336,51.21951219512195,7,2014,208,13.41130359462971,14.307007001587989,13.589081372407488,50.85742706242074,5.303968106086741
2014-07-28,Well_#1,24.0,2877.0,208.895,1043.93,48.85213,560.626,116.371,89525.0,92208.0,"127,187",25840.0,13.375,14.5,14.083333333333334,27.458333333333336,51.289833080424884,7,2014,209,13.314081372407486,14.233395890476878,13.608525816851932,51.05659865461205,5.131763421603708
2014-07-29,Well_#1,24.0,2874.0,208.897,1043.12,48.95311,531.994,116.621,89848.0,92558.0,"127,674",26175.0,13.458333333333334,14.583333333333334,13.958333333333334,27.416666666666668,50.911854103343465,7,2014,210,13.218248039074155,14.161173668254655,13.616859150185265,51.23262485935134,5.402316567480084
2014-07-30,Well_#1,24.0,2871.0,208.902,996.511,49.04639,544.455,114.59,90170.0,92907.0,"128,155",26507.0,13.416666666666666,14.541666666666666,13.833333333333334,27.25,50.764525993883794,7,2014,211,13.130748039074152,14.0931181126991,13.629359150185264,51.404060094929015,5.2731630713282085
2014-07-31,Well_#1,24.0,2874.0,208.889,956.798,49.04197,540.74,114.986,90491.0,93257.0,"128,613",26837.0,13.375,14.583333333333334,13.75,27.125,50.69124423963134,7,2014,212,13.101581372407486,14.080618112699101,13.683525816851931,51.5613827702153,5.31493878758738
2014-08-01,Well_#1,24.0,2874.0,208.884,1049.12,48.96365,533.753,107.215,90812.0,93607.0,"129,088",27166.0,13.375,14.583333333333334,13.708333333333334,27.083333333333336,50.61538461538462,8,2014,213,13.076581372407485,14.0681181126991,13.736303594629709,51.70887971771224,5.384513061284901
2014-08-02,Well_#1,24.0,2874.0,208.881,986.171,49.0042,534.861,101.079,91136.0,93959.0,"129,583",27495.0,13.5,14.666666666666666,13.708333333333334,27.208333333333336,50.38284839203675,8,2014,214,13.048803594629709,14.050062557143544,13.779359150185265,51.841059814684606,5.3733586857146065
2014-08-03,Well_#1,24.0,2880.0,208.863,988.679,49.33799,515.354,109.881,91462.0,94315.0,"130,081",27830.0,13.583333333333334,14.833333333333334,13.958333333333334,27.541666666666668,50.68078668683812,8,2014,215,13.0376924835186,14.058395890476879,13.82241470574082,51.94212261020199,5.58839166863942
2014-08-04,Well_#1,24.0,2876.0,208.87,1004.18,49.3842,539.065,109.288,91779.0,94657.0,"130,562",28160.0,13.208333333333334,14.25,13.75,26.958333333333336,51.00463678516228,8,2014,216,13.021025816851932,14.048673668254656,13.859914705740822,52.044175903884614,5.335163663009099
2014-08-05,Well_#1,24.0,2879.0,208.859,952.752,49.32381,524.41,109.288,92093.0,94998.0,"131,024",28495.0,13.083333333333334,14.208333333333334,13.958333333333334,27.041666666666668,51.61787365177196,8,2014,217,12.958525816851932,13.998673668254657,13.880748039074154,52.19383403886513,5.489979214736562
2014-08-06,Well_#1,24.0,2879.0,208.858,967.026,49.29441,519.81,100.808,92407.0,95340.0,"131,490",28825.0,13.083333333333334,14.25,13.75,26.833333333333336,51.242236024844715,8,2014,218,12.871025816851931,13.91950700158799,13.876581372407488,52.33852829133648,5.538562166945615
2014-08-07,Well_#1,24.0,2881.0,208.852,1010.04,49.24992,523.923,101.377,92721.0,95682.0,"131,962",29157.0,13.083333333333334,14.25,13.833333333333334,26.916666666666668,51.39318885448917,8,2014,219,12.81130359462971,13.870895890476877,13.876581372407488,52.44544203689734,5.49889964746728
2014-08-08,Well_#1,24.0,2882.0,208.848,988.983,49.26024,529.191,98.422,93038.0,96028.0,"132,460",29490.0,13.208333333333334,14.416666666666666,13.875,27.083333333333336,51.230769230769226,8,2014,220,12.75991470574082,13.830618112699101,13.883525816851932,52.550006289848696,5.446048780119087
2014-08-09,Well_#1,25.0,2884.0,208.844,1019.05,49.27638,541.618,96.792,93372.0,96390.0,"132,957",29826.0,13.36,14.48,13.44,26.799999999999997,50.14925373134329,8,2014,221,12.73441470574082,13.810507001587988,13.889859150185265,52.608253864759526,5.324786103859177
2014-08-10,Well_#1,24.0,2871.0,208.885,1037.6,49.25544,522.884,105.741,93690.0,96736.0,"133,422",30159.0,13.25,14.416666666666666,13.875,27.125,51.1520737327189,8,2014,222,12.724692483518599,13.809118112699101,13.902359150185266,52.64922437593234,5.490701570520422
2014-08-11,Well_#1,24.0,2870.0,208.891,984.854,48.98312,536.71,105.875,94005.0,97078.0,"133,910",30484.0,13.125,14.25,13.541666666666666,26.666666666666664,50.78125,8,2014,223,12.71080359462971,13.802173668254655,13.906525816851932,52.68299401786949,5.347394309776229
2014-08-12,Well_#1,24.0,2880.0,208.86,950.599,48.98366,515.646,114.684,94309.0,97406.0,"134,354",30805.0,12.666666666666666,13.666666666666666,13.375,26.041666666666664,51.36000000000001,8,2014,224,12.685803594629709,13.775784779365768,13.905136927963044,52.728327351202815,5.585227074388244
2014-08-13,Well_#1,24.0,2886.0,208.84,957.752,49.50834,505.689,112.424,94628.0,97750.0,"134,810",31135.0,13.291666666666666,14.333333333333334,13.75,27.041666666666664,50.84745762711865,8,2014,225,12.684222222222223,13.775722222222221,13.918833333333334,52.756575938773445,5.707065014267663
2014-08-14,Well_#1,24.0,2864.0,208.904,1049.34,49.7705,541.793,113.406,94950.0,98102.0,"135,307",31465.0,13.416666666666666,14.666666666666666,13.75,27.166666666666664,50.613496932515346,8,2014,226,13.055055555555555,14.177111111111111,14.179944444444443,52.04098522738689,5.286151722152187
2014-08-15,Well_#1,24.0,2868.0,208.888,1045.27,49.3907,543.508,103.777,95267.0,98447.0,"135,792",31789.0,13.208333333333334,14.375,13.5,26.708333333333336,50.546021840873635,8,2014,227,13.218944444444446,14.346555555555558,14.202166666666667,51.700869058637586,5.276831251793902
2014-08-16,Well_#1,24.0,2872.0,208.873,1015.66,49.37876,524.605,102.273,95588.0,98797.0,"136,259",32118.0,13.375,14.583333333333334,13.708333333333334,27.083333333333336,50.61538461538462,8,2014,228,13.281444444444446,14.411833333333334,14.027166666666666,51.31326514408428,5.474595171605303
2014-08-17,Well_#1,24.0,2875.0,208.859,1016.37,49.40292,507.072,107.762,95883.0,99118.0,"136,715",32447.0,12.291666666666666,13.375,13.708333333333334,26.0,52.72435897435898,8,2014,229,13.292555555555555,14.427111111111111,13.845222222222223,51.018088711859654,5.669806260254954
2014-08-18,Well_#1,24.0,2877.0,208.852,1040.29,49.36552,505.361,113.825,96174.0,99435.0,"137,168",32752.0,12.125,13.208333333333334,12.708333333333334,24.833333333333336,51.174496644295296,8,2014,230,13.248111111111111,14.384055555555555,13.779944444444444,50.98563366173123,5.692960082000788
2014-08-19,Well_#1,24.0,2894.0,208.79,1026.74,49.59808,519.686,112.845,96462.0,99751.0,"137,614",33058.0,12.0,13.166666666666666,12.75,24.75,51.515151515151516,8,2014,231,13.209222222222222,14.35211111111111,13.725777777777777,50.963017179205515,5.568747282012599
2014-08-20,Well_#1,24.0,2893.0,208.774,1009.11,50.09056,506.039,108.138,96754.0,100070.0,"138,047",33368.0,12.166666666666666,13.291666666666666,12.916666666666666,25.083333333333332,51.49501661129568,8,2014,232,13.167555555555557,14.324333333333334,13.691055555555556,50.97987288258559,5.716950669810035
2014-08-21,Well_#1,24.0,2871.0,208.881,1005.13,49.31793,514.157,110.282,97047.0,100389.0,"138,475",33672.0,12.208333333333334,13.291666666666666,12.666666666666666,24.875,50.9212730318258,8,2014,233,13.130055555555554,14.2785,13.63411111111111,50.947925342042446,5.583897525464011
2014-08-22,Well_#1,24.0,2871.0,208.879,977.748,49.28392,534.692,106.109,97340.0,100710.0,"138,910",33993.0,12.208333333333334,13.375,13.375,25.583333333333336,52.2801302931596,8,2014,234,13.084222222222223,14.231277777777779,13.602166666666667,50.979153565744774,5.369446335460415
2014-08-23,Well_#1,24.0,2877.0,208.855,1018.29,49.27677,532.405,105.797,97630.0,101031.0,"139,346",34319.0,12.083333333333334,13.375,13.583333333333334,25.666666666666668,52.922077922077925,8,2014,235,13.030055555555556,14.179888888888888,13.599388888888889,51.07909294650607,5.4037809562269326
2014-08-24,Well_#1,24.0,2903.0,208.767,1018.42,50.149,490.818,106.909,97913.0,101355.0,"139,776",34643.0,11.791666666666666,13.5,13.5,25.291666666666664,53.377265238879744,8,2014,236,12.971722222222223,14.139611111111112,13.596611111111113,51.18910829061825,5.914616008377851
2014-08-25,Well_#1,24.0,2871.0,208.871,999.372,50.14537,529.576,116.205,98207.0,101683.0,"140,219",34975.0,12.25,13.666666666666666,13.833333333333334,26.083333333333336,53.03514376996805,8,2014,237,12.930055555555557,14.107666666666667,13.604944444444444,51.285151544488976,5.421318186624771
2014-08-26,Well_#1,24.0,2860.0,208.915,1046.75,50.08722,529.428,114.552,98503.0,102008.0,"140,671",35292.0,12.333333333333334,13.541666666666666,13.208333333333334,25.541666666666668,51.71288743882545,8,2014,238,12.896722222222223,14.074333333333334,13.578555555555557,51.30159738594576,5.402056559154408
2014-08-27,Well_#1,24.0,2875.0,208.867,1025.85,50.05719,520.83,113.854,98794.0,102329.0,"141,110",35604.0,12.125,13.375,13.0,25.125,51.741293532338304,8,2014,239,12.855055555555557,14.036833333333334,13.542444444444444,51.31664606767621,5.5200353282261005
2014-08-28,Well_#1,24.0,2882.0,208.831,1019.78,50.03687,515.626,113.098,99084.0,102649.0,"141,554",35916.0,12.083333333333334,13.333333333333334,13.0,25.083333333333336,51.82724252491694,8,2014,240,12.809222222222221,13.995166666666668,13.510500000000002,51.34715901506198,5.589322493435165
2014-08-29,Well_#1,24.0,2872.0,208.873,991.805,50.04891,526.172,112.722,99377.0,102972.0,"141,996",36227.0,12.208333333333334,13.458333333333334,12.958333333333334,25.166666666666668,51.49006622516556,8,2014,241,12.768944444444447,13.959055555555555,13.481333333333334,51.37134368943805,5.4582912051572485
2014-08-30,Well_#1,24.0,2886.0,208.818,983.199,50.48038,490.338,110.498,99670.0,103294.0,"142,451",36546.0,12.208333333333334,13.416666666666666,13.291666666666666,25.5,52.124183006535944,8,2014,242,12.730055555555557,13.920166666666667,13.466055555555556,51.41910831500154,5.885735961724361
2014-08-31,Well_#1,24.0,2899.0,208.751,1042.75,51.04171,483.108,109.758,99963.0,103611.0,"142,889",36876.0,12.208333333333334,13.208333333333334,13.75,25.958333333333336,52.96950240770465,8,2014,243,12.691166666666668,13.874333333333333,13.467444444444444,51.49757890807887,6.000728615547662
2014-09-01,Well_#1,24.0,2876.0,208.869,1043.25,49.42074,524.042,114.752,100252.0,103921.0,"143,313",37189.0,12.041666666666666,12.916666666666666,13.041666666666666,25.083333333333332,51.993355481727576,9,2014,244,12.642555555555557,13.816,13.445222222222222,51.551262477735236,5.488109731662729
